NAME;AGE;SLEEPHOURS;IDNUMBER;GENDER;EFFECTIVENESS;CITY
Sra. Laura Lerma Domínquez;86;4;711-13-9188;F;0;Bristol
Sra. Carlota Cazares Pabón;69;5;825-80-0866;M;50;Glasgow
Maricarmen Ramos Zambrano;12;6;449-80-8773;F;100;London
Lucas Beltrán Montes;87;2;009-58-4185;M;100;Oxford
Sra. Pedro Ocampo Aparicio;16;4;651-01-9358;M;100;Oxford
Horacio Godoy Gaytán;16;6;495-96-3925;F;50;London
Beatriz Carmona Sandoval;52;9;897-35-0470;M;50;Liverpool
Micaela Cadena Sandoval;44;6;793-29-9778;F;50;Bristol
Lorenzo Vera Báez;48;8;318-15-7137;M;100;London
Diana Ureña Tello;57;9;193-16-9070;M;80;Liverpool
Javier Paredes Elizondo;46;1;149-06-5389;M;0;Glasgow
Sra. Micaela Sanches Lovato;68;1;024-49-5056;M;100;Glasgow
María José Ocampo Pineda;5;10;321-52-5443;M;80;Liverpool
Adriana Valencia Gálvez;66;7;027-66-1963;M;100;Liverpool
José Eduardo Barrientos Quintanilla;35;4;496-04-0995;M;50;Bristol
Manuel Partida Navarrete;89;4;602-23-1928;F;0;London
Sra. Rafael Avilés Verduzco;88;8;573-44-0158;F;0;Glasgow
Lilia Herrera Coronado;90;7;100-93-8720;M;0;Liverpool
Reina Ávila García;15;3;239-75-0358;M;0;Bristol
Sr. Javier Gaytán Ulibarri;89;3;081-19-8193;F;0;London
Sancho Esparza Rendón;30;2;785-89-4186;M;0;London
Sra. Esteban Ornelas Godínez;60;3;227-83-0292;F;100;Glasgow
David Gamez Yáñez;23;9;897-51-8953;F;80;Liverpool
Berta Deleón Ceballos;21;3;253-18-5640;M;0;Glasgow
Sr. Ariadna Casárez Espinoza;53;6;334-49-8140;F;100;Liverpool
Esteban Ferrer Valencia;10;5;405-66-6967;F;50;Liverpool
Sra. Ariadna Meraz Delapaz;44;2;323-38-5779;M;80;Glasgow
Sr. Clara Soto Santiago;39;7;688-15-6988;M;50;Liverpool
Daniela Jasso Holguín;90;8;650-34-0539;F;80;London
María José Fuentes Iglesias;90;10;461-25-2443;F;0;Bristol
Hugo Ocampo Cruz;85;10;480-34-3505;F;50;Glasgow
Andrés Mares Reyes;44;2;889-28-7708;F;100;Oxford
Claudia Rosado Figueroa;52;6;695-95-1111;F;100;Oxford
José Eduardo Zelaya Ornelas;44;9;096-22-3849;F;50;London
Clara Iglesias Ponce;82;7;133-79-1952;M;0;Liverpool
Sta. Germán Enríquez Gamez;17;10;487-95-2833;F;100;Oxford
Guillermo Tello Zamora;33;6;642-62-7004;M;80;Glasgow
Ricardo Holguín Valenzuela;56;4;509-44-4168;M;50;Liverpool
Rosa Cervántez Paz;50;1;602-24-8223;M;80;Bristol
José Emilio Toro Bermúdez;64;10;779-47-1298;F;0;London
Gloria Serna Laboy;60;10;527-37-8797;M;100;Liverpool
Miguel Ángel Alcántar Garay;80;7;106-54-3194;F;0;Glasgow
Lola Ordóñez Treviño;23;2;699-58-1274;F;100;Liverpool
Lourdes Villagómez Barrientos;58;4;834-30-3261;F;50;London
Virginia Sanabria Lara;43;1;622-49-8582;F;80;London
Clara Yáñez Solís;82;6;093-49-1519;F;0;Bristol
Anita Mata Alfaro;2;1;492-85-2545;F;50;London
Natalia Tórrez Orozco;35;8;776-75-8266;M;50;London
Martín Tafoya Vásquez;89;3;661-09-7330;M;0;Liverpool
Gregorio Nava Olivas;17;1;097-70-8213;M;50;Bristol
Timoteo Campos Cantú;5;5;713-66-7625;M;80;Bristol
Sra. María del Carmen Acosta Lira;58;3;483-40-3085;F;100;Glasgow
Andrea Carrillo Estrada;66;9;148-92-9193;M;50;Oxford
Sr. Carmen Gonzales Zambrano;46;3;425-25-1617;F;80;Liverpool
Alberto Aranda Trejo;50;4;729-51-2941;F;0;Oxford
Gilberto Montemayor Macías;86;6;343-64-6547;F;50;London
Sr. Sara Caraballo Cardona;80;6;263-45-5105;F;0;Glasgow
Sr. Fernando Meza Cepeda;29;7;801-63-4293;M;100;London
Jerónimo Saldivar Segovia;27;2;846-36-3550;M;50;Bristol
Sra. Daniela Samaniego Lebrón;25;9;342-46-8282;M;80;Liverpool
Fernando Reynoso López;8;1;350-93-6154;M;100;London
Juan Carlos Ballesteros Solorio;5;7;893-76-5258;M;100;Glasgow
Sta. David Santana Valles;3;2;553-66-6280;F;100;London
Fernando Tafoya Sotelo;1;2;571-21-4790;M;0;Bristol
Dolores Cintrón León;24;9;094-72-8956;M;0;Bristol
Concepción Solorio Muro;67;5;224-61-6296;M;50;Glasgow
Lourdes Rojo Urbina;65;4;176-53-7946;F;50;London
Verónica Cedillo Garza;74;1;883-59-2954;F;0;Glasgow
Sta. Fernando Ávila Valdivia;1;9;509-15-8312;F;100;Liverpool
Roberto Guajardo Becerra;72;5;223-83-0092;F;50;Bristol
Sr. Federico Santana Lozano;3;10;085-11-8795;F;80;Oxford
Sra. Horacio Meza Santillán;51;8;886-51-1546;F;80;Liverpool
Marilu Longoria Campos;34;2;019-38-2486;F;0;Liverpool
Graciela Benavídez Saucedo;26;2;821-20-4891;M;50;Glasgow
Elisa Quintanilla Haro;27;2;313-70-0744;F;80;Glasgow
Felipe de Jesús Rascón;47;7;245-17-2927;M;80;Bristol
Emilio Gaona Cuellar;33;5;640-99-7673;F;80;Oxford
José Eduardo Mena Ruiz;66;7;884-33-7883;M;100;London
Samuel Aguirre Córdova;49;6;100-35-9348;M;80;Liverpool
Teresa Lugo Olvera;40;7;029-15-7904;M;80;Glasgow
María Elena Tórrez Cadena;19;8;008-76-0685;M;50;Oxford
María Eugenia Garica Montenegro;18;7;396-68-8423;M;80;London
Cristobal Franco Zayas;46;5;447-94-6733;F;80;Glasgow
Alicia Flórez Mondragón;7;3;770-18-7420;M;50;Glasgow
Mónica Iglesias Varela;84;4;771-28-0557;M;0;London
Soledad Atencio Mireles;19;4;302-71-0249;M;100;Bristol
Ramón Echevarría Linares;41;7;839-97-2950;M;80;Bristol
Miguel Tello Caldera;84;5;283-56-3028;F;0;Liverpool
Armando Leiva Rosario;4;6;317-43-5021;M;80;Glasgow
Hugo Santiago Atencio;27;4;211-03-3154;F;50;Liverpool
Silvia Mora Sandoval;75;4;541-30-9368;F;100;London
Beatriz Saiz Carrero;69;7;802-55-5839;M;50;Oxford
Alberto Márquez Cabrera;84;3;111-47-7417;F;100;London
Andrea Alvarez León;15;10;289-96-2232;M;0;Oxford
Sergio Casárez Jasso;4;8;585-82-7174;F;0;Oxford
Sta. Pedro Ordóñez Huerta;23;8;715-60-1430;M;50;Bristol
Marco Antonio Acosta Ureña;19;8;605-65-8402;M;0;Liverpool
Alfredo García Mares;40;8;094-17-4263;M;100;Bristol
Gabriel Dávila Garica;25;8;380-37-0642;F;80;Oxford
Julio César Segura Orosco;55;3;672-66-7622;F;80;Glasgow
Luisa Zambrano Rincón;60;1;301-22-2947;M;0;London
Elena Villareal Ulloa;64;10;261-27-0229;M;50;Oxford
Pablo Regalado Lucio;14;2;828-11-8672;M;80;Glasgow
Sta. Cristobal Caldera Alcaraz;39;2;799-01-1871;F;0;Oxford
Maricarmen Tejeda Verduzco;45;3;481-36-6325;M;100;Bristol
Luis Miguel Arriaga Arellano;24;10;097-91-7750;F;100;Glasgow
Lorenzo Muñoz Barrera;86;8;268-41-6759;F;0;Liverpool
Jaime Vargas Baca;36;8;065-11-8727;M;80;Bristol
Sta. Lucas Jasso Duran;21;9;747-78-9187;F;0;Oxford
Sta. Guillermo Razo Mendoza;17;10;734-98-3834;F;100;Oxford
Sta. María Cristina Barajas Serrano;2;2;134-50-6759;F;0;Oxford
Verónica Leyva Perales;12;3;881-95-2022;F;0;London
Sra. Juan Carlos Collazo Abreu;56;9;759-24-3171;M;0;Oxford
Ernesto Crespo Negrete;24;9;643-10-9012;F;80;Glasgow
María Cristina Caballero Enríquez;8;8;301-48-2585;F;0;Oxford
Miguel Saldivar Marroquín;7;3;691-16-5188;F;0;London
Sta. Rosa Abeyta Dávila;87;8;419-18-7558;M;0;Liverpool
Micaela Espinosa Rodrígez;12;7;715-39-9891;F;100;London
Cristian Barragán Alanis;12;3;818-60-9008;M;0;Bristol
Sra. Rodrigo Aragón Carbajal;7;6;723-67-1064;M;80;Oxford
Carlota Arce Quiñónez;40;3;562-53-6522;F;80;Oxford
Sr. Lilia Cruz Zambrano;65;9;321-06-6158;F;100;Liverpool
Armando Prieto Santacruz;42;6;192-08-9774;M;50;Oxford
Rosario Zúñiga Patiño;31;1;280-74-6091;M;80;Oxford
Martín Cerda Correa;18;7;159-72-2685;F;0;Bristol
Rosalia Jáquez Garica;22;2;539-65-1330;M;0;Liverpool
Mateo Delvalle Quiñones;73;8;397-44-4772;M;50;Oxford
Diana Garibay Hernández;60;9;359-98-3019;M;80;Liverpool
Maricarmen Bravo Castro;41;1;093-83-5267;M;100;Oxford
Caridad Rodríguez Toledo;36;5;576-35-1564;M;0;Glasgow
Teresa Altamirano Mercado;13;9;828-04-6669;M;50;Glasgow
Francisca Narváez Casárez;82;3;818-34-1680;F;0;Bristol
Irene Carrero Figueroa;62;10;071-95-2183;F;100;Oxford
Cristian Zelaya Cantú;83;4;109-02-7876;M;50;London
Clemente Navarro Salgado;23;6;531-95-5964;M;50;Liverpool
Sonia Sevilla Molina;22;9;145-64-7275;F;80;Bristol
Ricardo Tovar Barrientos;26;4;455-19-6334;F;80;Liverpool
Adán Cepeda Flórez;7;9;714-53-6314;F;50;Oxford
Marta Lira Arevalo;11;6;593-90-5281;F;0;Glasgow
María Abreu Estrada;74;8;105-56-7310;F;80;Glasgow
Lilia Dueñas Lucio;86;6;313-11-7707;M;0;Bristol
Guillermo Alaniz Ortega;81;10;818-10-1229;M;0;Liverpool
Yolanda Ureña Alaniz;4;3;810-16-5961;M;50;Glasgow
Víctor Padrón Marín;31;3;771-77-6067;F;100;Oxford
Gonzalo Cedillo Armas;31;6;109-83-3786;M;0;Liverpool
Bernardo Yáñez Almaraz;8;3;180-06-0182;M;50;Oxford
Sta. Gregorio Marín Lomeli;46;3;659-09-2406;M;80;Liverpool
Conchita Vallejo Toledo;64;7;435-56-9616;M;80;Liverpool
Miguel Ángel Olvera Montalvo;77;4;264-63-7952;M;100;Bristol
Horacio Linares Salcedo;73;9;782-06-6767;F;0;Liverpool
Javier Vera Raya;29;4;647-29-1487;M;0;Oxford
Samuel Cedillo Ocasio;51;8;057-77-6447;M;0;Oxford
Salvador Orta de Anda;5;3;839-42-9612;M;0;Glasgow
Diego Moreno Almanza;71;8;868-31-9015;M;100;Oxford
Clemente Archuleta Hernandes;87;1;650-47-4627;F;80;Glasgow
Isabela Ponce Reyes;36;8;454-15-8639;M;50;Glasgow
Rocio Caldera Santacruz;68;4;848-53-8393;M;80;Bristol
Marcela Quintana Elizondo;29;4;461-78-2261;M;50;Glasgow
Fernando Valverde Villegas;83;7;871-53-3727;F;0;London
Sra. Eloisa Benítez Roldán;13;8;280-53-7244;F;50;Liverpool
Ester Zarate Peña;30;5;515-04-8311;M;80;Liverpool
Sonia Carrillo Ocampo;50;2;038-48-7122;F;50;London
Gabriel Ordóñez Santana;40;1;810-14-6245;F;80;Oxford
Luis Núñez Carrion;65;9;631-32-1451;F;80;Liverpool
Horacio Becerra Rael;31;8;294-79-0070;F;50;Liverpool
Gonzalo Lomeli Laureano;86;8;890-78-8716;F;0;Liverpool
Inés León Mena;73;1;893-36-1042;F;0;Glasgow
Cristian Valentín Riojas;70;9;522-35-7098;M;0;London
Pablo Rosario Pelayo;18;8;664-94-2112;F;0;Oxford
Sra. Rafael Narváez Araña;24;6;530-57-3975;F;100;London
Elsa Vallejo Ramón;26;7;391-80-7743;F;80;Bristol
Víctor Niño Raya;81;9;640-50-1705;F;100;Bristol
Blanca Jaime Jaime;52;10;781-15-9408;F;0;Liverpool
César Palomo Valadez;27;2;853-24-2206;F;100;London
Benito Fierro Vélez;11;2;291-33-6500;M;0;Bristol
Alicia Martínez Rojas;61;4;174-77-6572;M;80;London
Rafael Delacrúz Marrero;62;10;003-81-8414;M;50;Liverpool
Mariano Maestas Oquendo;66;10;166-42-7487;F;50;London
Octavio Zepeda Lara;83;4;111-82-5299;F;0;London
Samuel Regalado Chapa;26;9;173-08-5876;M;50;London
Sta. Luis Urrutia Olvera;21;6;104-31-1832;F;100;Glasgow
Guillermo Villaseñor Robles;28;8;552-93-4408;F;100;Liverpool
Yolanda Iglesias Roque;86;6;670-17-4196;F;0;Liverpool
Sr. Timoteo Saucedo Ramírez;55;7;254-18-1662;M;80;Liverpool
Débora Gracia Valenzuela;90;9;555-68-6479;M;0;London
Esteban Maya Castellanos;15;5;528-73-3187;M;100;Glasgow
Elsa Matos Varela;82;5;346-55-9420;M;0;Glasgow
Joaquín Miramontes Ornelas;47;5;116-27-5518;M;0;London
Mercedes Villaseñor Orta;62;3;086-35-6010;F;0;Glasgow
Octavio Montemayor Mena;4;6;545-56-0413;F;80;London
Lorenzo Ferrer Ornelas;10;5;646-42-3992;F;100;London
Roberto Montaño Magaña;20;10;558-99-8163;F;0;Glasgow
Sta. Jorge Tello Gil;29;6;872-98-2044;M;100;Oxford
Gabriel Toro Pedraza;55;6;345-41-9427;F;50;Oxford
Sta. Francisco Padrón Cano;11;7;599-25-2416;M;0;Oxford
Lorena Guerrero Limón;42;9;778-83-5665;M;80;London
Eduardo Cerda Delatorre;49;1;660-24-8765;M;0;Oxford
Claudia Páez Puga;22;8;408-21-6105;M;50;Glasgow
Ramiro Rodríguez Gollum;34;8;162-14-0003;F;50;Oxford
Estela Ballesteros Miranda;50;5;628-72-6750;F;80;Oxford
Sta. Óscar Rico Carrillo;1;1;067-51-0265;F;50;Glasgow
Conchita Olivera Delarosa;76;3;554-59-3053;F;100;Oxford
Margarita Saldivar Altamirano;84;9;141-69-1101;M;0;Liverpool
José Ledesma Curiel;74;5;657-46-1873;F;0;London
Olivia Cornejo Lira;90;1;236-19-1478;F;100;Glasgow
Mercedes Maldonado Quintero;54;10;659-29-7179;F;0;Oxford
Mario Mercado Altamirano;10;10;687-75-8008;M;100;Bristol
Raúl Preciado Mondragón;87;8;575-09-5303;F;50;Glasgow
Jesús Mascareñas Aponte;15;6;184-86-4692;M;100;Liverpool
José Luis Matías Frías;60;10;613-35-8180;M;100;Glasgow
Cristobal Ornelas Santiago;43;7;767-17-6342;M;0;Bristol
Sta. Amalia Córdova Palomino;68;10;253-37-3592;F;50;Bristol
Benito Laboy Carmona;9;4;255-41-9048;F;50;Oxford
Tomás López Paredes;18;4;882-83-9114;M;50;London
Julio César Guerra Terán;66;2;215-01-6347;M;0;Liverpool
Sr. Miguel Ángel Haro Cruz;2;10;613-10-1341;M;0;Oxford
Carmen Ledesma Collado;27;5;824-57-2225;M;80;Liverpool
Juana Corral Páez;79;9;434-14-6728;F;80;Oxford
José Luis Madrid Lemus;24;5;234-52-9422;F;100;Liverpool
Sr. Rosalia Paz Robledo;28;9;040-23-9598;M;0;London
Teresa Matos Vallejo;42;5;451-91-7375;F;50;Bristol
Bernardo Baeza Carrero;82;6;319-87-9047;F;80;Glasgow
Guillermo Linares Méndez;70;3;438-53-7703;M;0;London
Hernán Fonseca Loya;11;8;897-28-5045;F;80;London
Vicente Quintanilla Caldera;86;3;222-38-6601;M;0;Bristol
Samuel Cardona Pantoja;54;4;624-17-7784;F;0;Oxford
Sta. Lilia Deleón Agosto;21;8;516-95-3761;M;100;Liverpool
Sta. Esperanza Godoy Lozano;19;5;037-43-5426;F;80;Liverpool
Santiago Orellana Ortega;2;3;767-73-2390;M;80;London
Patricio Gallardo Hinojosa;20;9;168-19-3898;M;0;Glasgow
Benito Zúñiga Alcala;7;3;656-94-2626;M;100;Oxford
Roberto Pizarro Águilar;61;5;779-18-8891;M;0;Liverpool
Vicente Ponce Adame;80;6;016-75-9119;M;100;London
Eduardo Ontiveros Olivárez;85;7;805-92-3711;M;50;Glasgow
Maricarmen Terán Ramírez;77;1;004-30-9264;F;0;London
Ricardo Jaimes Rodrígez;13;3;002-05-1852;M;100;Bristol
Leticia Mondragón Mares;83;4;512-98-1234;M;0;London
Amalia Puente Villarreal;16;10;272-27-9802;M;80;Bristol
Javier Vallejo Cepeda;3;7;408-17-1732;F;50;Bristol
Ernesto Henríquez Ferrer;23;9;189-14-2160;M;50;Bristol
Maricarmen Tejeda Vela;6;4;678-65-3711;M;50;Oxford
Clemente Caraballo Córdova;87;1;258-28-4198;M;0;Liverpool
Sta. Gabriel Ybarra Cardenas;85;6;776-25-0522;F;80;Glasgow
Pedro Negrete Nájera;19;6;380-90-3299;F;0;Bristol
Berta de Anda Rivera;74;7;594-87-6480;M;50;Bristol
Sta. Elisa Gaytán Espinosa;26;1;390-92-7018;M;0;Glasgow
Sr. Homero Chávez Acuña;12;7;744-73-6956;M;0;Liverpool
José Emilio Meléndez Espinosa;54;6;110-09-6903;F;50;Oxford
Pilar Ramos Rodrígez;13;5;470-64-0370;M;50;Oxford
Amalia Castillo Grijalva;35;7;861-92-2605;M;50;London
Ana María Carrero Pérez;32;7;056-28-1494;M;0;Liverpool
Ramiro Aragón Abeyta;79;3;283-52-2422;M;0;London
Sofia Ulloa Batista;87;8;257-28-0835;M;80;London
Rosalia González Regalado;6;2;144-81-7846;F;100;Liverpool
Olivia Meléndez Apodaca;34;2;877-94-6291;M;50;Liverpool
Dolores Olivera Tirado;32;5;142-90-9589;F;80;Liverpool
Barbara Reyna Puente;29;8;160-23-9139;F;80;Glasgow
Sr. Gabriel Valdez Ríos;27;9;780-92-9862;F;80;Glasgow
Ángela Barraza Soliz;90;7;338-76-3487;F;50;London
Francisca Cintrón Gurule;73;8;444-41-0073;M;50;Liverpool
Sra. Carlota Avilés Vázquez;30;4;709-74-0309;M;0;Liverpool
Alejandro Balderas Velázquez;82;2;243-63-2329;F;100;Glasgow
Hernán Sevilla Barrios;33;4;046-90-3615;F;100;Liverpool
Sr. Micaela Delacrúz Vélez;77;4;141-21-6615;F;80;Bristol
Vicente Puente Laureano;48;10;792-49-9808;F;50;Oxford
Cecilia Briones Bonilla;48;6;005-88-8008;M;100;London
Sta. Teodoro Zavala Valdivia;8;2;721-34-8548;F;80;Liverpool
Daniela Angulo Coronado;24;2;777-58-8906;F;80;Bristol
María Eugenia Fajardo Narváez;19;5;047-24-0342;M;80;Oxford
Yolanda Sevilla Farías;38;1;091-17-8522;F;100;Liverpool
Concepción Bonilla Banda;50;10;506-25-8730;M;80;London
Juan Carlos Naranjo Velasco;14;5;562-54-3655;F;100;Glasgow
José Luis Ríos Escalante;43;4;542-52-5689;F;80;Glasgow
Josefina Noriega Serrato;20;5;137-85-6631;M;100;Glasgow
Elena Bravo Mares;44;7;302-70-1037;F;100;Liverpool
Marilu Montalvo Rincón;51;2;833-22-9850;F;80;Bristol
Sta. Cristobal Ulloa Quiroz;65;4;129-58-2329;F;0;London
Sta. Raquel Tirado Ybarra;8;5;501-68-0194;F;0;London
Bernardo Apodaca Barragán;27;7;719-39-6504;F;0;London
Florencia Abreu Ríos;74;9;294-19-6879;M;100;Glasgow
Sta. Gonzalo Alvarado Portillo;62;4;235-27-7896;M;100;Liverpool
Vicente Solís Galarza;84;4;529-54-7552;F;0;Bristol
Ignacio Duran Valenzuela;80;3;116-59-8157;F;80;Oxford
Sr. Juan Chacón Reynoso;20;2;391-76-1711;M;80;Oxford
Laura Orosco Munguía;8;5;801-37-3840;M;100;Bristol
Julio César Leiva Menchaca;86;8;575-20-4468;F;0;London
María Soledad Alemán Molina;89;7;604-47-0077;F;0;Liverpool
Lucia Paz Otero;55;10;287-47-5284;M;100;London
Teresa Delagarza Duran;33;1;746-61-3113;F;80;London
Hugo Amaya León;36;8;404-26-0138;M;80;London
José Luis Benítez Melgar;29;6;234-80-0873;F;100;Liverpool
Martín Delgadillo Santacruz;30;5;488-27-5888;M;80;Glasgow
Marilu Briones Pineda;28;6;736-44-9833;M;80;Glasgow
Jaime Barraza Rubio;14;9;603-83-1117;F;50;Bristol
David García Vallejo;31;9;013-21-5610;F;100;Liverpool
Horacio Magaña Laureano;89;1;022-31-6189;F;0;Liverpool
Armando Ortega Barraza;87;4;031-61-4165;F;0;London
Sr. Carlota Chacón Jiménez;55;4;708-12-2675;F;80;Glasgow
Andrés Mesa Carreón;64;4;322-73-3558;F;50;Oxford
Sr. Luz Alanis Ayala;43;2;540-18-5871;F;0;Bristol
Martín Terrazas Galarza;45;1;068-89-6820;M;50;London
José Elizondo Anaya;13;6;611-91-2826;M;80;London
Sta. Gregorio Nazario Meléndez;30;3;241-61-5249;F;80;Glasgow
Elisa Aponte Villegas;83;7;012-85-1865;F;0;Liverpool
Sonia Madera Pulido;23;7;036-30-4011;M;80;London
Octavio Gallardo Domínguez;14;3;471-93-1003;F;100;London
Gregorio Almaraz Quiñónez;80;9;896-20-9021;M;0;Liverpool
Fernando Robles Solorio;39;4;531-37-2110;F;0;London
Sra. Ernesto Santiago Leiva;27;3;160-32-9788;F;100;London
Ignacio Méndez Fajardo;60;1;692-06-3656;F;0;London
Norma Gaitán Jáquez;19;7;495-15-0204;F;0;Bristol
Sancho Cruz Rivero;47;3;432-25-3978;M;0;Glasgow
Sr. Luisa Matías Quiroz;2;1;492-65-1964;F;100;Bristol
Óscar Valadez Ferrer;18;7;806-74-1966;M;80;Glasgow
Barbara Jasso Ledesma;13;10;071-66-2525;F;0;Glasgow
Hugo Girón Verduzco;59;2;043-23-9244;F;0;London
Irene Jasso Ávila;11;3;003-74-4404;F;100;London
Lucas Rivera Serrato;27;8;623-93-3866;M;100;Bristol
Lorena Escalante Gonzales;28;4;799-15-2761;M;80;London
Mayte Arias Arreola;31;10;844-26-3656;M;100;London
Emilia Nájera Mascareñas;14;3;751-73-3304;F;50;Glasgow
Andrea Arriaga Botello;35;5;289-92-9879;F;50;Glasgow
Sra. Lucia Gallegos Vergara;3;5;123-45-4541;F;80;Oxford
Sta. Guillermina Reynoso Guillen;88;8;773-17-0743;F;0;Bristol
Julio Segovia Hernández;45;5;709-16-9416;M;0;London
Benito Oquendo Villegas;54;1;642-27-8833;M;0;Glasgow
Rosa Balderas Almanza;18;1;532-19-9506;M;50;Oxford
Rosa Zamora Sedillo;66;7;183-42-0694;M;100;Glasgow
Daniel Esparza Valencia;23;1;010-15-9202;F;50;Oxford
Fernando Alanis Gálvez;32;5;841-59-9466;M;50;Oxford
Julio César Balderas Torres;30;9;823-41-2185;M;0;Bristol
Sr. Guillermo Padilla Zayas;69;4;889-55-9147;F;100;Liverpool
Sta. Rebeca Delgadillo Vallejo;14;4;026-26-0227;M;100;Glasgow
Sta. Ricardo Lozano Navarrete;6;4;165-73-2531;M;0;Liverpool
Sta. María Teresa Hernádez Arredondo;32;6;663-35-4266;F;50;Glasgow
Esperanza Díaz Casárez;12;7;642-21-3631;M;50;London
Sra. Lucas Aponte Almanza;86;1;246-81-7545;F;0;Bristol
David Márquez Nazario;31;6;782-39-6315;F;80;London
Ramona Meraz Ureña;78;6;303-88-7013;M;0;Oxford
Samuel Vanegas Toledo;6;6;178-70-6954;F;100;Oxford
Sta. Santiago Amador Dávila;55;2;342-80-4314;M;80;London
José Eduardo Valladares Vergara;81;4;746-18-4456;M;0;Bristol
Reina Arias Iglesias;87;6;443-32-0817;F;100;Oxford
Alfredo Bustos Correa;2;4;159-76-5487;F;0;Glasgow
Carolina Pedroza Arce;31;10;771-79-9865;M;50;Glasgow
Jaime Olvera Galván;49;6;746-19-9159;F;50;Bristol
Rafael Martínez Caballero;41;5;491-82-0709;M;50;Oxford
Sta. Gustavo Amador Oquendo;86;5;543-57-5308;M;100;Glasgow
Sr. Alfredo Méndez Palomo;25;2;416-46-4953;F;50;Oxford
Sra. Gustavo Lucio Maestas;61;3;378-17-8955;M;0;London
David Correa Beltrán;80;4;880-96-6319;F;80;Liverpool
Sta. Benjamín Padrón Menchaca;47;1;670-96-8088;F;0;Bristol
Juan Carlos Garica Jaramillo;78;7;419-72-9266;M;50;Oxford
Santiago Laboy Caldera;10;10;456-65-4501;M;50;London
Sr. Ernesto Vázquez Vega;5;9;454-20-2133;F;80;Glasgow
Rafael López Olmos;65;10;422-75-2159;F;100;Bristol
Clara Delatorre Mora;4;7;146-30-3519;M;0;London
Sr. Vicente Serrano Cisneros;25;5;084-85-6120;F;100;London
Rebeca Corrales Villagómez;14;8;402-01-1771;M;50;Glasgow
Sofia Corral Puente;79;5;547-26-0009;F;100;Liverpool
Timoteo Holguín Sandoval;57;6;595-60-5484;F;50;London
Sr. Gregorio Ayala Abeyta;73;3;849-10-2918;M;80;Bristol
Francisca Morales Palomo;45;1;597-46-6124;F;100;Glasgow
Sr. María José Baeza Gamboa;4;5;312-42-6094;M;100;Oxford
José Reyna Vásquez;79;5;283-36-1876;M;100;Oxford
Julio Piña Ulibarri;2;5;124-73-9330;F;80;Bristol
Óscar Iglesias Véliz;3;10;241-59-2361;M;0;Liverpool
Esperanza Molina Laureano;4;5;648-70-2763;F;80;London
Sra. María Eugenia Armas Villegas;81;7;809-73-8263;M;0;Bristol
Catalina Muro Beltrán;53;2;676-73-1980;M;80;Oxford
Rosalia de Jesús Cazares;81;1;872-87-0782;M;80;Glasgow
Esteban Rosario Lomeli;65;9;019-19-4764;F;50;Liverpool
Pablo Cruz Tijerina;18;6;272-98-3895;F;100;Oxford
Sra. Luis Pagan Orellana;18;10;105-12-8914;F;0;Bristol
Sr. Mercedes Ríos Olvera;88;8;024-84-5717;M;0;Oxford
Sra. Alejandra Zavala Armijo;11;4;196-91-7612;M;0;Glasgow
Luis Miguel Farías Pérez;21;4;311-48-5391;M;80;Bristol
Guillermo Barrios Estrada;17;8;741-99-6069;F;50;Glasgow
Gerardo Calderón Guajardo;33;2;676-07-5325;F;100;London
Sra. Hugo Cantú Sandoval;24;2;633-08-4050;F;0;London
Rocio Zúñiga Sotelo;78;3;847-70-0024;M;0;Liverpool
José María Banda Rolón;10;1;120-52-1791;F;80;Bristol
Ramona Lozada Vaca;60;4;837-57-3504;M;0;Oxford
Pedro Gaytán Esquivel;55;6;745-03-5806;F;50;London
Daniel Delgadillo Casanova;14;1;031-32-1168;M;80;Oxford
José Eduardo Enríquez Posada;13;2;157-53-5385;M;50;Glasgow
Sta. Mayte Peralta Naranjo;2;8;670-47-9016;F;0;Oxford
Felipe Zarate Ledesma;86;5;784-08-2655;M;80;Oxford
Sta. Ana Luisa Escamilla Delgadillo;86;4;028-72-9754;M;50;Glasgow
Juan Carlos Meraz Franco;35;7;217-48-7224;F;80;Liverpool
Sr. Octavio Sosa Jasso;41;6;697-24-0764;F;80;Bristol
Lucia Alonzo Anguiano;11;3;303-21-3706;F;100;London
María Teresa Esquibel Vélez;71;1;549-51-6362;M;100;Bristol
Ricardo Ortega Sotelo;18;8;434-03-0922;F;100;Oxford
Sara Prado Montañez;3;10;264-45-5367;F;0;Oxford
Sta. Daniel Valencia Segura;86;2;449-05-2404;M;80;Glasgow
Natalia Guzmán Casas;56;5;471-23-4304;F;100;London
Sra. Clara Toro Mesa;33;9;783-71-1162;F;100;Bristol
Sta. José Luis Mateo Portillo;46;10;356-89-5301;F;100;Bristol
Miguel Jiménez Preciado;36;1;200-29-2942;M;0;London
Samuel Mayorga Zamora;21;4;366-29-3838;M;0;London
Soledad Zapata Ramón;65;1;446-46-9082;F;0;London
Ramiro Castañeda Ordóñez;30;3;386-47-5154;M;0;Liverpool
Margarita Valdez Lomeli;50;3;320-34-3389;F;0;Glasgow
Patricia Esparza Tórrez;25;7;619-48-8882;M;80;London
Gilberto Mondragón Galván;30;2;494-69-0580;M;50;Bristol
Sonia Cabrera Corral;81;3;198-24-4273;F;0;London
Jorge Preciado Mora;80;10;670-05-2140;F;0;Oxford
Guillermina Montoya Cadena;12;10;509-89-7570;M;80;Glasgow
